ROTULO_COLUNA;NOME_CURTO;DESCRICAO_COMPLETA;TIPO_DADO;UNIDADE;ANO_REFERENCIA;FONTE_PRIMARIA;FONTE_SECUNDARIA
ESTABELECIMENTOS_OCUPANTES_2006;Estabelecimentos Ocupantes;Estabelecimentos Ocupantes para o município em 2006;INTEGER;unidades;2006;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_OCUPANTES_2017;Estabelecimentos Ocupantes;Estabelecimentos Ocupantes para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_PARCEIROS_2006;Estabelecimentos Parceiros;Estabelecimentos Parceiros para o município em 2006;INTEGER;unidades;2006;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_PARCEIROS_2017;Estabelecimentos Parceiros;Estabelecimentos Parceiros para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_PROPRIETARIOS_2006;Estabelecimentos Proprietarios;Estabelecimentos Proprietarios para o município em 2006;INTEGER;unidades;2006;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_PROPRIETARIOS_2017;Estabelecimentos Proprietarios;Estabelecimentos Proprietarios para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
ESTABELECIMENTOS_SAUDE_2019;Estabelecimentos Saude;Estabelecimentos Saude para o município em 2019;INTEGER;unidades;2019;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ESTABELECIMENTOS_SAUDE_2020;Estabelecimentos Saude;Estabelecimentos Saude para o município em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ESTABELECIMENTOS_SAUDE_2021;Estabelecimentos Saude;Estabelecimentos Saude para o município em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
ESTABELECIMENTOS_SAUDE_2022;Estabelecimentos Saude;Estabelecimentos Saude para o município em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
EXPORTACOES_2019;Exportacoes;Exportacoes para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
EXPORTACOES_2020;Exportacoes;Exportacoes para o município em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
EXPORTACOES_2021;Exportacoes;Exportacoes para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
EXPORTACOES_2022;Exportacoes;Exportacoes para o município em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
EXPORTACOES_2023;Exportacoes;Exportacoes para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
FAMILIAS_BOLSA_FAMILIA_2019;Familias Bolsa Familia;Número de famílias beneficiadas pelo Programa Bolsa Família em 2019;INTEGER;unidades;2019;MDS;Cadastro Único
FAMILIAS_BOLSA_FAMILIA_2020;Familias Bolsa Familia;Número de famílias beneficiadas pelo Programa Bolsa Família em 2020;INTEGER;unidades;2020;MDS;Cadastro Único
FAMILIAS_BOLSA_FAMILIA_2021;Familias Bolsa Familia;Número de famílias beneficiadas pelo Programa Bolsa Família em 2021;INTEGER;unidades;2021;MDS;Cadastro Único
FAMILIAS_BOLSA_FAMILIA_2022;Familias Bolsa Familia;Número de famílias beneficiadas pelo Programa Bolsa Família em 2022;INTEGER;unidades;2022;MDS;Cadastro Único
FAMILIAS_BOLSA_FAMILIA_2023;Familias Bolsa Familia;Número de famílias beneficiadas pelo Programa Bolsa Família em 2023;INTEGER;unidades;2023;MDS;Cadastro Único
FAMILIAS_POBREZA_2000;Familias Pobreza;Familias Pobreza para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
FAMILIAS_POBREZA_2010;Familias Pobreza;Familias Pobreza para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
FAMILIAS_POBREZA_ABSOLUTA_2000;Familias Pobreza Absoluta;Familias Pobreza Absoluta para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
FAMILIAS_POBREZA_ABSOLUTA_2010;Familias Pobreza Absoluta;Familias Pobreza Absoluta para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
FAMILIAS_POBREZA_EXTREMA_2000;Familias Pobreza Extrema;Familias Pobreza Extrema para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
FAMILIAS_POBREZA_EXTREMA_2010;Familias Pobreza Extrema;Familias Pobreza Extrema para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
FEIJAO_AREA_2019;Feijao Area;Feijao Area para o município em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
FEIJAO_AREA_2020;Feijao Area;Feijao Area para o município em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
FEIJAO_AREA_2021;Feijao Area;Feijao Area para o município em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
FEIJAO_AREA_2022;Feijao Area;Feijao Area para o município em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
FEIJAO_AREA_2023;Feijao Area;Feijao Area para o município em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
FEIJAO_PRODUCAO_2019;Feijao Producao;Feijao Producao para o município em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
FEIJAO_PRODUCAO_2020;Feijao Producao;Feijao Producao para o município em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
FEIJAO_PRODUCAO_2021;Feijao Producao;Feijao Producao para o município em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
FEIJAO_PRODUCAO_2022;Feijao Producao;Feijao Producao para o município em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
FEIJAO_PRODUCAO_2023;Feijao Producao;Feijao Producao para o município em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
FINANCIAMENTOS_NUMERO_2019;Financiamentos Numero;Financiamentos Numero para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
FINANCIAMENTOS_NUMERO_2020;Financiamentos Numero;Financiamentos Numero para o município em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
FINANCIAMENTOS_NUMERO_2021;Financiamentos Numero;Financiamentos Numero para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
FINANCIAMENTOS_NUMERO_2022;Financiamentos Numero;Financiamentos Numero para o município em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
FINANCIAMENTOS_NUMERO_2023;Financiamentos Numero;Financiamentos Numero para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
FINANCIAMENTOS_VALOR_2019;Financiamentos Valor;Financiamentos Valor para o município em 2019;DECIMAL;mil R$;2019;IBGE;Base de Dados Municipal
FINANCIAMENTOS_VALOR_2020;Financiamentos Valor;Financiamentos Valor para o município em 2020;DECIMAL;mil R$;2020;IBGE;Base de Dados Municipal
FINANCIAMENTOS_VALOR_2021;Financiamentos Valor;Financiamentos Valor para o município em 2021;DECIMAL;mil R$;2021;IBGE;Base de Dados Municipal
FINANCIAMENTOS_VALOR_2022;Financiamentos Valor;Financiamentos Valor para o município em 2022;DECIMAL;mil R$;2022;IBGE;Base de Dados Municipal
FINANCIAMENTOS_VALOR_2023;Financiamentos Valor;Financiamentos Valor para o município em 2023;DECIMAL;mil R$;2023;IBGE;Base de Dados Municipal
FPM_2019;Fpm;Fundo de Participação dos Municípios recebido em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
FPM_2020;Fpm;Fundo de Participação dos Municípios recebido em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
FPM_2021;Fpm;Fundo de Participação dos Municípios recebido em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
FPM_2022;Fpm;Fundo de Participação dos Municípios recebido em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
FUNDEB_2019;Fundeb;Recursos recebidos do Fundo de Desenvolvimento da Educação Básica em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
FUNDEB_2020;Fundeb;Recursos recebidos do Fundo de Desenvolvimento da Educação Básica em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
FUNDEB_2021;Fundeb;Recursos recebidos do Fundo de Desenvolvimento da Educação Básica em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
FUNDEB_2022;Fundeb;Recursos recebidos do Fundo de Desenvolvimento da Educação Básica em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
GINI_1991;Gini;Gini para o município em 1991;DECIMAL;unidades;1991;IBGE;Base de Dados Municipal
GINI_2000;Gini;Gini para o município em 2000;DECIMAL;unidades;2000;IBGE;Base de Dados Municipal
GINI_2010;Gini;Gini para o município em 2010;DECIMAL;unidades;2010;IBGE;Base de Dados Municipal
HANSENIASE_2019;Hanseniase;Número de casos notificados de hanseníase em 2019;INTEGER;unidades;2019;DATASUS;Sistema de Informação de Agravos de Notificação
HANSENIASE_2020;Hanseniase;Número de casos notificados de hanseníase em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informação de Agravos de Notificação
HANSENIASE_2021;Hanseniase;Número de casos notificados de hanseníase em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informação de Agravos de Notificação
HANSENIASE_2022;Hanseniase;Número de casos notificados de hanseníase em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informação de Agravos de Notificação
HANSENIASE_2023;Hanseniase;Número de casos notificados de hanseníase em 2023;INTEGER;unidades;2023;DATASUS;Sistema de Informação de Agravos de Notificação
ICMS_2019;Icms;Receita de transferências de ICMS em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
ICMS_2020;Icms;Receita de transferências de ICMS em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
ICMS_2021;Icms;Receita de transferências de ICMS em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
ICMS_2022;Icms;Receita de transferências de ICMS em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
IDEB_ANOS_FINAIS_2013;Ideb Anos Finais;Ideb Anos Finais para o município em 2013;INTEGER;unidades;2013;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_ANOS_FINAIS_2023;Ideb Anos Finais;Ideb Anos Finais para o município em 2023;INTEGER;unidades;2023;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_ANOS_INICIAIS_2013;Ideb Anos Iniciais;Ideb Anos Iniciais para o município em 2013;INTEGER;unidades;2013;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_ANOS_INICIAIS_2023;Ideb Anos Iniciais;Ideb Anos Iniciais para o município em 2023;INTEGER;unidades;2023;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2013;Ideb Medio;Ideb Medio para o município em 2013;INTEGER;unidades;2013;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2015;Ideb Medio;Ideb Medio para o município em 2015;INTEGER;unidades;2015;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2017;Ideb Medio;Ideb Medio para o município em 2017;INTEGER;unidades;2017;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2019;Ideb Medio;Ideb Medio para o município em 2019;INTEGER;unidades;2019;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2021;Ideb Medio;Ideb Medio para o município em 2021;INTEGER;unidades;2021;INEP;Índice de Desenvolvimento da Educação Básica
IDEB_MEDIO_2023;Ideb Medio;Ideb Medio para o município em 2023;INTEGER;unidades;2023;INEP;Índice de Desenvolvimento da Educação Básica
IMPORTACOES_2019;Importacoes;Importacoes para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
IMPORTACOES_2020;Importacoes;Importacoes para o município em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
IMPORTACOES_2021;Importacoes;Importacoes para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
IMPORTACOES_2022;Importacoes;Importacoes para o município em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
IMPORTACOES_2023;Importacoes;Importacoes para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
INSTITUICOES_ENSINO_SUPERIOR_2023;Instituicoes Ensino Superior;Instituicoes Ensino Superior para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
IPVA_2019;Ipva;Receita de transferências de IPVA em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
IPVA_2020;Ipva;Receita de transferências de IPVA em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
IPVA_2021;Ipva;Receita de transferências de IPVA em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
IPVA_2022;Ipva;Receita de transferências de IPVA em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
ITR_2019;Itr;Itr para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
ITR_2020;Itr;Itr para o município em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
ITR_2021;Itr;Itr para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
ITR_2022;Itr;Itr para o município em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
ITR_2023;Itr;Itr para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
LATITUDE;Latitude;Latitude para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
LEITE_PRODUCAO_2019;Leite Producao;Leite Producao para o município em 2019;INTEGER;unidades;2019;IBGE;Pesquisa da Pecuária Municipal
LEITE_PRODUCAO_2020;Leite Producao;Leite Producao para o município em 2020;INTEGER;unidades;2020;IBGE;Pesquisa da Pecuária Municipal
LEITE_PRODUCAO_2021;Leite Producao;Leite Producao para o município em 2021;INTEGER;unidades;2021;IBGE;Pesquisa da Pecuária Municipal
LEITE_PRODUCAO_2022;Leite Producao;Leite Producao para o município em 2022;INTEGER;unidades;2022;IBGE;Pesquisa da Pecuária Municipal
LEITE_PRODUCAO_2023;Leite Producao;Leite Producao para o município em 2023;INTEGER;unidades;2023;IBGE;Pesquisa da Pecuária Municipal
LEITE_VACAS_ORDENHADAS_2019;Leite Vacas Ordenhadas;Leite Vacas Ordenhadas para o município em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
LEITE_VACAS_ORDENHADAS_2020;Leite Vacas Ordenhadas;Leite Vacas Ordenhadas para o município em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
LEITE_VACAS_ORDENHADAS_2021;Leite Vacas Ordenhadas;Leite Vacas Ordenhadas para o município em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
LEITE_VACAS_ORDENHADAS_2022;Leite Vacas Ordenhadas;Leite Vacas Ordenhadas para o município em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
LEITE_VACAS_ORDENHADAS_2023;Leite Vacas Ordenhadas;Leite Vacas Ordenhadas para o município em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
LEITOS_SUS_2020;Leitos Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_SUS_2021;Leitos Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_SUS_2022;Leitos Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_SUS_2024;Leitos Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2024;INTEGER;unidades;2024;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_TOTAL_2020;Leitos Total;Leitos Total para o município em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_TOTAL_2021;Leitos Total;Leitos Total para o município em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_TOTAL_2022;Leitos Total;Leitos Total para o município em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_TOTAL_2023;Leitos Total;Leitos Total para o município em 2023;INTEGER;unidades;2023;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_TOTAL_2024;Leitos Total;Leitos Total para o município em 2024;INTEGER;unidades;2024;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_UTI_2020;Leitos Uti;Leitos Uti para o município em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_UTI_2021;Leitos Uti;Leitos Uti para o município em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_UTI_2022;Leitos Uti;Leitos Uti para o município em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_UTI_2023;Leitos Uti;Leitos Uti para o município em 2023;INTEGER;unidades;2023;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LEITOS_UTI_2024;Leitos Uti;Leitos Uti para o município em 2024;INTEGER;unidades;2024;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
LIMITES_MUNICIPIOS;Limites Municipios;Limites Municipios para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
LIXO_COLETADO_DIRETO_1991;Lixo Coletado Direto;Lixo Coletado Direto para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
LIXO_COLETADO_DIRETO_2000;Lixo Coletado Direto;Lixo Coletado Direto para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
LIXO_COLETADO_DIRETO_2010;Lixo Coletado Direto;Lixo Coletado Direto para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
LIXO_COLETADO_DIRETO_2021;Lixo Coletado Direto;Lixo Coletado Direto para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
LIXO_COLETADO_INDIRETO_1991;Lixo Coletado Indireto;Lixo Coletado Indireto para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
LIXO_COLETADO_INDIRETO_2000;Lixo Coletado Indireto;Lixo Coletado Indireto para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
LIXO_COLETADO_INDIRETO_2010;Lixo Coletado Indireto;Lixo Coletado Indireto para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
LIXO_COLETADO_INDIRETO_2021;Lixo Coletado Indireto;Lixo Coletado Indireto para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
LIXO_QUEIMADO_1991;Lixo Queimado;Lixo Queimado para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
LIXO_QUEIMADO_2000;Lixo Queimado;Lixo Queimado para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
LIXO_QUEIMADO_2010;Lixo Queimado;Lixo Queimado para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
LIXO_QUEIMADO_2021;Lixo Queimado;Lixo Queimado para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
LONGITUDE;Longitude;Longitude para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
MANDIOCA_AREA_2019;Mandioca Area;Mandioca Area para o município em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
MANDIOCA_AREA_2020;Mandioca Area;Mandioca Area para o município em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
MANDIOCA_AREA_2021;Mandioca Area;Mandioca Area para o município em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
MANDIOCA_AREA_2022;Mandioca Area;Mandioca Area para o município em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
MANDIOCA_AREA_2023;Mandioca Area;Mandioca Area para o município em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
MANDIOCA_PRODUCAO_2019;Mandioca Producao;Mandioca Producao para o município em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
MANDIOCA_PRODUCAO_2020;Mandioca Producao;Mandioca Producao para o município em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
MANDIOCA_PRODUCAO_2021;Mandioca Producao;Mandioca Producao para o município em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
MANDIOCA_PRODUCAO_2022;Mandioca Producao;Mandioca Producao para o município em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
MANDIOCA_PRODUCAO_2023;Mandioca Producao;Mandioca Producao para o município em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
MATRICULAS_CRECHE_2018;Matriculas Creche;Matriculas Creche para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_CRECHE_2019;Matriculas Creche;Matriculas Creche para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_CRECHE_2020;Matriculas Creche;Matriculas Creche para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_CRECHE_2021;Matriculas Creche;Matriculas Creche para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_CRECHE_2022;Matriculas Creche;Matriculas Creche para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_CRECHE_2023;Matriculas Creche;Matriculas Creche para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_EJA_2018;Matriculas Eja;Matriculas Eja para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_EJA_2019;Matriculas Eja;Matriculas Eja para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_EJA_2020;Matriculas Eja;Matriculas Eja para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_EJA_2021;Matriculas Eja;Matriculas Eja para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_EJA_2022;Matriculas Eja;Matriculas Eja para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2018;Matriculas Especial;Matriculas Especial para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2019;Matriculas Especial;Matriculas Especial para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2020;Matriculas Especial;Matriculas Especial para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2021;Matriculas Especial;Matriculas Especial para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2022;Matriculas Especial;Matriculas Especial para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_ESPECIAL_2023;Matriculas Especial;Matriculas Especial para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2018;Matriculas Estadual;Matriculas Estadual para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2019;Matriculas Estadual;Matriculas Estadual para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2020;Matriculas Estadual;Matriculas Estadual para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2021;Matriculas Estadual;Matriculas Estadual para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2022;Matriculas Estadual;Matriculas Estadual para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_ESTADUAL_2023;Matriculas Estadual;Matriculas Estadual para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_FEDERAL_2018;Matriculas Federal;Matriculas Federal para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_FEDERAL_2019;Matriculas Federal;Matriculas Federal para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_FEDERAL_2020;Matriculas Federal;Matriculas Federal para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_FEDERAL_2021;Matriculas Federal;Matriculas Federal para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_FEDERAL_2022;Matriculas Federal;Matriculas Federal para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_FEDERAL_2023;Matriculas Federal;Matriculas Federal para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2018;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2019;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2020;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2021;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2022;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_II_2023;Matriculas Fundamental Ii;Matriculas Fundamental Ii para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2018;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2019;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2020;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2021;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2022;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_FUNDAMENTAL_I_2023;Matriculas Fundamental I;Matriculas Fundamental I para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_MEDIO_2018;Matriculas Medio;Matriculas Medio para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_MEDIO_2019;Matriculas Medio;Matriculas Medio para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_MEDIO_2020;Matriculas Medio;Matriculas Medio para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_MEDIO_2021;Matriculas Medio;Matriculas Medio para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
